,age,prev_year_min_avg,career_min_avg,prev_year_competition_Currie Cup,prev_year_competition_England Championship,prev_year_competition_England Premiership,prev_year_competition_NPC,prev_year_competition_National Rugby Championship,prev_year_competition_Pro D2,prev_year_competition_Super Rugby,prev_year_competition_Top 14,prev_year_competition_United Rugby Championship,competition_Currie Cup,competition_England Championship,competition_England Premiership,competition_NPC,competition_National Rugby Championship,competition_Pro D2,competition_Super Rugby,competition_Top 14,competition_United Rugby Championship,pred
11407,0.46153846153846156,0.875,0.691875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11412,0.40384615384615385,0.3,0.3770833333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
11414,0.38461538461538464,0.4541666666666667,0.4541666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
11426,0.4423076923076923,0.7958333333333333,0.7958333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11428,0.4423076923076923,0.7958333333333333,0.7958333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11447,0.4807692307692308,0.9666666666666666,0.8430555555555556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11454,0.4230769230769231,0.6840909090909091,0.6840909090909091,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11479,0.4423076923076923,0.0875,0.40625,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
11483,0.4230769230769231,0.5175,0.43522727272727274,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11500,0.4807692307692308,0.2988636363636364,0.3908536585365854,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
11502,0.46153846153846156,0.472,0.42458333333333337,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
11503,0.4423076923076923,0.1875,0.1875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
11518,0.38461538461538464,0.16875,0.16875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
11522,0.5,0.6875,0.6097058823529411,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
11527,0.4423076923076923,0.725625,0.6692307692307693,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11548,0.4230769230769231,0.35,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
11571,0.6153846153846154,0.7410714285714286,0.6687883435582822,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
11576,0.5576923076923077,0.49375,0.6814885496183206,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
11577,0.5384615384615384,0.53203125,0.6970041322314049,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
11579,0.5192307692307693,0.80625,0.7221428571428572,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11582,0.46153846153846156,0.7732142857142856,0.7691964285714286,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
11587,0.40384615384615385,0.725,0.7858974358974359,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11613,0.46153846153846156,0.5375,0.375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
11618,0.5769230769230769,0.63375,0.7927547770700637,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
11625,0.5,0.6482142857142856,0.8308673469387756,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
11626,0.4807692307692308,0.8911764705882353,0.8613095238095237,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
11627,0.46153846153846156,0.9974999999999999,0.8537313432835821,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11629,0.4230769230769231,0.5785714285714285,0.5291666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
11640,0.5961538461538461,0.6534722222222222,0.7043346774193548,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
11658,0.5,0.74375,0.7444444444444445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11669,0.4423076923076923,0.4946428571428571,0.45138888888888895,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
11680,0.5576923076923077,0.9331250000000001,0.8577970297029702,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11692,0.4423076923076923,0.878125,0.7799242424242424,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
11715,0.46153846153846156,0.5666666666666667,0.5009191176470588,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11724,0.5384615384615384,0.7072916666666667,0.6758547008547009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
11726,0.5192307692307693,0.37589285714285714,0.6722619047619047,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
11748,0.4230769230769231,0.4291666666666667,0.415625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
11761,0.46153846153846156,0.24583333333333335,0.6710526315789473,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
11765,0.4230769230769231,0.7409482758620689,0.7078571428571429,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11778,0.5961538461538461,0.4354166666666667,0.5142670157068062,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
11783,0.5384615384615384,0.6260869565217392,0.545115894039735,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11791,0.38461538461538464,0.4928571428571429,0.4809210526315789,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
11793,0.36538461538461536,0.4739583333333333,0.4739583333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
11810,0.5,0.915625,0.7295454545454546,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
11819,0.5384615384615384,0.4208333333333333,0.557358870967742,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
11824,0.4807692307692308,0.6,0.5899691358024691,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11827,0.4230769230769231,0.37,0.3408333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
11845,0.6153846153846154,0.5291666666666667,0.6121173469387755,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
11847,0.5961538461538461,0.694078947368421,0.6236918604651163,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11848,0.5769230769230769,0.693125,0.603731343283582,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
11850,0.5576923076923077,0.5539772727272727,0.5656914893617022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
11867,0.4230769230769231,0.5175,0.4225,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
11883,0.4230769230769231,0.8375,0.8375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
11911,0.46153846153846156,0.7807692307692308,0.8089705882352941,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11918,0.40384615384615385,0.7336538461538462,0.7336538461538462,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11926,0.5384615384615384,0.36666666666666664,0.6822916666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
11929,0.5192307692307693,0.6027777777777777,0.7875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
11931,0.5,0.9109375,0.8798611111111111,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11943,0.46153846153846156,0.7339285714285715,0.7339285714285715,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11952,0.38461538461538464,0.36,0.36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
11954,0.5769230769230769,0.6900000000000001,0.6587797619047618,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
11990,0.5384615384615384,0.62625,0.6167553191489362,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11996,0.4423076923076923,0.3375,0.36944444444444446,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
12005,0.6346153846153846,0.7866071428571428,0.8238839285714287,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12010,0.5961538461538461,0.9051136363636363,0.8524107142857142,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
12011,0.5769230769230769,0.9423913043478261,0.8425847457627119,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12012,0.5576923076923077,0.8182692307692309,0.8184210526315789,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
12026,0.4230769230769231,0.75,0.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12035,0.4230769230769231,0.0625,0.0625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
12051,0.40384615384615385,0.075,0.075,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
12055,0.4423076923076923,0.3458333333333333,0.4453125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
12057,0.4230769230769231,0.505,0.505,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
12065,0.40384615384615385,1.0,0.7208333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12083,0.4230769230769231,0.39285714285714285,0.4144230769230769,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
12092,0.4230769230769231,0.1,0.38125,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
12103,0.5576923076923077,0.7078125,0.6613188976377953,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
12109,0.5,0.9,0.7271666666666666,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
12138,0.5,0.79625,0.5977564102564102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
12150,0.4230769230769231,0.5375,0.485,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12153,0.40384615384615385,0.471875,0.471875,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12160,0.5384615384615384,0.4697916666666667,0.6865671641791045,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
12167,0.4807692307692308,0.76625,0.7833333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12189,0.5576923076923077,0.8210526315789475,0.7915609137055838,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
12201,0.4423076923076923,0.906875,0.7267441860465116,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12229,0.36538461538461536,0.5208333333333333,0.5208333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
12232,0.46153846153846156,0.37083333333333335,0.5823529411764705,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
12234,0.4423076923076923,0.6307692307692307,0.6276785714285714,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12235,0.4230769230769231,0.5875,0.5875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
12240,0.4807692307692308,0.246875,0.5235714285714286,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
12246,0.4423076923076923,0.4,0.46328125,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
12262,0.6153846153846154,0.4136363636363637,0.6573497854077253,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
12268,0.5576923076923077,0.7692708333333333,0.6820621468926553,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
12274,0.5,0.6331896551724138,0.6836458333333334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12295,0.38461538461538464,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
12327,0.46153846153846156,0.5494318181818182,0.5785714285714285,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
12331,0.4230769230769231,0.612037037037037,0.5892241379310346,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12332,0.40384615384615385,0.28125,0.28125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
12345,0.4230769230769231,0.71,0.7825,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
12348,0.38461538461538464,0.7641666666666667,0.7641666666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12352,0.5769230769230769,1.0,0.8690860215053764,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
12385,0.5384615384615384,0.565625,0.6684722222222221,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
12447,0.5384615384615384,0.4159090909090909,0.3695652173913043,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
12452,0.4807692307692308,0.5875,0.3488970588235294,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12466,0.36538461538461536,0.8375,0.6166666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
12473,0.4423076923076923,0.4636363636363637,0.5525641025641026,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
12478,0.40384615384615385,0.56875,0.6625,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
12479,0.40384615384615385,0.56875,0.6625,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
12481,0.40384615384615385,0.56875,0.6625,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
12493,0.40384615384615385,0.60625,0.60625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
12504,0.46153846153846156,0.94375,0.94375,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12542,0.4423076923076923,0.325,0.34270833333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
12543,0.4230769230769231,0.3675,0.3675,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
12559,0.5576923076923077,0.8074999999999999,0.6323741007194245,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
12561,0.5192307692307693,0.671875,0.6052083333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12580,0.38461538461538464,0.7732142857142856,0.8464285714285713,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
12598,0.5576923076923077,0.7633333333333334,0.5716942148760331,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
12600,0.5384615384615384,0.6269736842105262,0.5445754716981133,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12618,0.5,0.525,0.7860576923076923,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
12672,0.40384615384615385,0.4875,0.3875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
12674,0.38461538461538464,0.0875,0.3375,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
12675,0.36538461538461536,0.5875,0.5875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
12697,0.4423076923076923,0.3,0.28125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
12708,0.5192307692307693,0.8021551724137931,0.8320175438596491,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12710,0.4807692307692308,0.9409090909090908,0.9690476190476189,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12711,0.4807692307692308,0.9409090909090908,0.9690476190476189,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12724,0.5576923076923077,0.581,0.6319078947368422,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
12726,0.5192307692307693,0.8,0.6094999999999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12800,0.5769230769230769,0.7671875,0.9052380952380952,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12804,0.5192307692307693,0.71875,0.9086419753086419,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
12809,0.46153846153846156,0.9603260869565217,0.91875,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12817,0.4807692307692308,0.44749999999999995,0.5865384615384615,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
12821,0.46153846153846156,0.6895833333333333,0.6069852941176471,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
12823,0.4423076923076923,0.25833333333333336,0.40875000000000006,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
12827,0.40384615384615385,0.88125,0.88125,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12837,0.5192307692307693,0.5982142857142857,0.7503348214285714,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
12844,0.46153846153846156,0.97,0.7651923076923077,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12856,0.36538461538461536,0.8666666666666666,0.8666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
12861,0.46153846153846156,0.4321428571428571,0.6239795918367347,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
12871,0.5576923076923077,0.2375,0.501875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
12876,0.5192307692307693,0.4946428571428571,0.5575,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
12885,0.4230769230769231,0.5862499999999999,0.5211538461538462,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12888,0.5961538461538461,0.8533333333333333,0.8047480620155039,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
12891,0.5576923076923077,0.8972222222222221,0.7728260869565218,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12893,0.5384615384615384,0.5541666666666667,0.7425675675675676,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
12911,0.5192307692307693,0.5453125,0.6133333333333334,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
12940,0.5769230769230769,0.6845238095238095,0.73925,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
12943,0.5384615384615384,1.0,0.7561475409836065,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12947,0.5,0.6833333333333333,0.7045454545454546,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
12951,0.46153846153846156,0.6196428571428572,0.6196428571428572,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12966,0.46153846153846156,0.6684782608695652,0.5851694915254237,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12975,0.5769230769230769,0.48125,0.48052147239263804,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
13004,0.6346153846153846,0.68984375,0.6573275862068966,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
13007,0.5961538461538461,0.3107142857142857,0.6614932885906041,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
13028,0.4423076923076923,0.7646739130434782,0.6778846153846154,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
13037,0.4807692307692308,0.5979166666666667,0.5139492753623188,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
13039,0.4423076923076923,0.3729166666666667,0.49224137931034484,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
13041,0.4230769230769231,0.5210227272727272,0.5233695652173913,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
13050,0.5576923076923077,0.421875,0.3778846153846154,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
13101,0.4230769230769231,0.30208333333333337,0.3892857142857143,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
13108,0.5192307692307693,0.8324999999999999,0.8873737373737374,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
13114,0.46153846153846156,0.8233695652173912,0.8901898734177216,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
13117,0.38461538461538464,0.63125,0.63125,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
13124,0.5384615384615384,0.6104166666666667,0.55234375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
13126,0.5192307692307693,0.5175,0.5175,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
13144,0.4230769230769231,0.378125,0.24821428571428572,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
13153,0.5576923076923077,0.638888888888889,0.6802325581395349,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
13156,0.5192307692307693,0.8118421052631579,0.6876302083333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
13161,0.4423076923076923,0.15,0.6509615384615385,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
13162,0.4230769230769231,0.6980263157894737,0.671,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
13163,0.40384615384615385,0.75,0.5854166666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
13180,0.4230769230769231,0.7464285714285714,0.7464285714285714,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
13248,0.4230769230769231,0.175,0.175,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
13270,0.4807692307692308,1.0,0.956547619047619,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
13275,0.4423076923076923,0.9887499999999999,0.975,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
13279,0.5192307692307693,0.7359375,0.7962264150943396,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
13282,0.5,0.8289473684210525,0.8011479591836734,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
13283,0.4807692307692308,0.2839285714285714,0.7944620253164557,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
13287,0.4423076923076923,0.9176470588235294,0.8768939393939394,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
13295,0.4423076923076923,0.3796875,0.7088541666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
13298,0.38461538461538464,0.8589285714285714,0.9108333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
13326,0.4230769230769231,0.5242647058823529,0.6216346153846154,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
13329,0.38461538461538464,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
13356,0.5576923076923077,0.8833333333333334,0.8003649635036496,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
13358,0.5384615384615384,0.871875,0.7965648854961832,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
13360,0.5,0.8830357142857143,0.7765988372093023,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
13362,0.4807692307692308,0.7098958333333333,0.7559027777777778,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
13369,0.5769230769230769,0.8677083333333334,0.8676846590909092,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
13373,0.5384615384615384,0.9755208333333334,0.8818396226415095,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
13406,0.4423076923076923,0.25,0.33125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
13411,0.4423076923076923,0.964423076923077,0.964423076923077,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
13432,0.5576923076923077,0.911875,0.8272435897435898,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
13434,0.5384615384615384,0.5569444444444445,0.7381578947368421,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
13443,0.4423076923076923,0.5777173913043478,0.4452702702702703,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
13445,0.4230769230769231,0.5276041666666667,0.38553921568627453,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
13449,0.5384615384615384,0.3275,0.5485416666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
13459,0.4230769230769231,0.103125,0.103125,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
13472,0.4230769230769231,0.3125,0.3125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
13483,0.38461538461538464,0.6666666666666667,0.6666666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
13496,0.40384615384615385,0.4625,0.4625,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
13525,0.38461538461538464,0.21666666666666665,0.2833333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
13534,0.6538461538461539,0.921875,0.8989166666666666,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13564,0.5192307692307693,0.5232142857142856,0.8282051282051283,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
13573,0.4423076923076923,0.92578125,0.9166666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
13580,0.40384615384615385,0.3,0.1875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
13588,0.38461538461538464,0.575,0.575,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
13608,0.4230769230769231,0.15,0.3058333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
13621,0.4807692307692308,0.7041666666666667,0.5915441176470588,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
13639,0.46153846153846156,0.5761363636363637,0.6011363636363637,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13661,0.5192307692307693,1.0,0.5912878787878788,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13662,0.5,0.17083333333333334,0.578515625,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
13664,0.4807692307692308,0.35,0.6206896551724138,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
13670,0.4423076923076923,0.6983333333333334,0.7107954545454546,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13678,0.4423076923076923,0.5513888888888889,0.4891203703703703,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
