,age,prev_year_min_avg,career_min_avg,prev_year_competition_Currie Cup,prev_year_competition_England Championship,prev_year_competition_England Premiership,prev_year_competition_NPC,prev_year_competition_National Rugby Championship,prev_year_competition_Pro D2,prev_year_competition_Super Rugby,prev_year_competition_Top 14,prev_year_competition_United Rugby Championship,competition_Currie Cup,competition_England Championship,competition_England Premiership,competition_NPC,competition_National Rugby Championship,competition_Pro D2,competition_Super Rugby,competition_Top 14,competition_United Rugby Championship,pred
9021,0.5769230769230769,0.1375,0.24375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9031,0.5961538461538461,0.7755208333333333,0.6959302325581396,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9041,0.4423076923076923,0.63375,0.533955223880597,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9043,0.4230769230769231,0.4631578947368421,0.5164473684210527,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
9046,0.36538461538461536,0.7041666666666667,0.6104166666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9047,0.34615384615384615,0.5166666666666667,0.5166666666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
9058,0.40384615384615385,0.26875,0.7182692307692308,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9060,0.38461538461538464,0.8,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9072,0.46153846153846156,0.4,0.3995967741935484,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
9105,0.38461538461538464,0.58125,0.58125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9109,0.5,0.8696428571428572,0.8034722222222221,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
9112,0.4423076923076923,0.2875,0.7242857142857143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
9115,0.40384615384615385,0.95375,0.95375,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9117,0.40384615384615385,0.95375,0.95375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9121,0.40384615384615385,0.4833333333333333,0.4490384615384615,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9128,0.5576923076923077,0.8888157894736842,0.8290895061728396,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9159,0.4230769230769231,0.79296875,0.781875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9161,0.40384615384615385,0.8966666666666667,0.7791015625,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9166,0.38461538461538464,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9195,0.4230769230769231,0.7875,0.7104166666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9214,0.40384615384615385,0.9590909090909092,0.9525,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
9232,0.5,0.46590909090909094,0.520045045045045,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9234,0.4807692307692308,0.6830645161290323,0.5334269662921348,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9250,0.5,0.6354166666666667,0.5702380952380952,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9255,0.46153846153846156,0.36666666666666664,0.3452272727272727,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9262,0.36538461538461536,0.4,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9275,0.5961538461538461,0.8894736842105264,0.7099888392857143,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9279,0.5384615384615384,0.53,0.6941051136363636,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9286,0.46153846153846156,0.7800925925925926,0.751736111111111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9332,0.5384615384615384,0.5440476190476191,0.7567090395480226,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
9334,0.5,0.86875,0.7944852941176471,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9336,0.4807692307692308,0.7670833333333333,0.7801535087719298,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9340,0.40384615384615385,0.4375,0.32708333333333334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9354,0.38461538461538464,1.0,0.64375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9401,0.5,0.9796875,0.916826923076923,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9405,0.46153846153846156,0.6475,0.6475,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
9430,0.6153846153846154,0.621875,0.7402317880794702,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
9476,0.4230769230769231,0.41985294117647054,0.3808333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9484,0.4230769230769231,0.675,0.5820075757575758,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9487,0.38461538461538464,0.46907894736842104,0.46907894736842104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
9503,0.5961538461538461,0.65625,0.7644736842105263,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
9532,0.4807692307692308,0.7944444444444445,0.8514880952380952,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9595,0.40384615384615385,0.6772058823529412,0.659051724137931,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9610,0.46153846153846156,0.3680555555555555,0.34204545454545454,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9614,0.4230769230769231,0.33515625,0.32569444444444445,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
9615,0.40384615384615385,0.3,0.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9635,0.5,0.34375,0.4882440476190476,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9637,0.4807692307692308,0.6229166666666667,0.4917682926829269,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9663,0.5192307692307693,0.40625,0.6393229166666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9667,0.4807692307692308,0.7125,0.6742469879518073,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9668,0.46153846153846156,0.782608695652174,0.6636538461538461,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9669,0.4423076923076923,0.5663461538461538,0.5985119047619047,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
9671,0.40384615384615385,0.6224999999999999,0.6224999999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9701,0.5576923076923077,0.48203125,0.44453125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9705,0.5192307692307693,0.5393749999999999,0.44330357142857146,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9707,0.4807692307692308,0.39625,0.30486111111111114,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9722,0.4807692307692308,0.5884615384615385,0.48842592592592593,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9731,0.40384615384615385,0.41500000000000004,0.41574074074074074,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
9732,0.38461538461538464,0.425,0.425,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9738,0.5,0.7083333333333333,0.9027777777777779,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
9739,0.5,0.7083333333333333,0.9027777777777779,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
9757,0.6153846153846154,0.9034722222222221,0.7749203821656051,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9773,0.4423076923076923,0.4125,0.4125,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
9783,0.4423076923076923,0.6910714285714286,0.6910714285714286,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9792,0.5384615384615384,0.5589285714285714,0.7360887096774194,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
9812,0.46153846153846156,0.35,0.24702380952380953,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
9819,0.4230769230769231,0.1775,0.18125,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
9824,0.38461538461538464,0.15,0.15,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
9838,0.38461538461538464,0.8318181818181818,0.7894230769230769,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9852,0.5769230769230769,0.6525000000000001,0.763422131147541,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
9861,0.46153846153846156,0.7444444444444445,0.43611111111111106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9862,0.46153846153846156,0.7444444444444445,0.43611111111111106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9864,0.46153846153846156,0.7444444444444445,0.43611111111111106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9927,0.5384615384615384,0.6575,0.8986019736842105,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9931,0.5,0.8294642857142858,0.898046875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9940,0.40384615384615385,0.9715,0.885576923076923,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9945,0.4807692307692308,0.6410714285714285,0.6039473684210527,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9964,0.5576923076923077,0.9,0.7931640625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9968,0.5192307692307693,0.9517857142857142,0.63984375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9969,0.5192307692307693,0.9517857142857142,0.63984375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9990,0.40384615384615385,0.73125,0.7919642857142857,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10016,0.40384615384615385,0.38472222222222224,0.4461805555555555,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
10025,0.46153846153846156,0.3125,0.48597560975609755,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
10052,0.4807692307692308,0.6642857142857144,0.5076923076923077,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
10068,0.5192307692307693,0.45125000000000004,0.72275,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
10072,0.4807692307692308,0.415625,0.6678571428571429,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
10094,0.5,0.8887931034482758,0.8093468468468469,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10095,0.4807692307692308,0.7335227272727273,0.78125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
10096,0.46153846153846156,0.878125,0.79875,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10098,0.4230769230769231,0.53125,0.5321428571428571,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
10103,0.40384615384615385,0.37777777777777777,0.37777777777777777,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
10112,0.5,0.7541666666666667,0.5088235294117647,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10156,0.36538461538461536,0.2,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
10163,0.5192307692307693,0.903125,0.8576612903225806,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10164,0.5,0.8210227272727273,0.8489182692307692,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10165,0.4807692307692308,0.84609375,0.8564024390243903,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10167,0.46153846153846156,0.9181034482758621,0.8589015151515152,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10177,0.5192307692307693,0.35,0.346,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
10225,0.6153846153846154,0.48359375,0.4556623931623932,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
10230,0.5576923076923077,0.50546875,0.4755494505494505,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
10239,0.5384615384615384,0.48984375,0.5226666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
10242,0.5,0.61875,0.5335227272727272,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
10245,0.46153846153846156,0.5785714285714285,0.5785714285714285,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10249,0.38461538461538464,0.65,0.65,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
10263,0.5192307692307693,0.775,0.8022058823529411,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10265,0.4807692307692308,0.803125,0.8093085106382979,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10267,0.46153846153846156,0.889,0.810576923076923,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10273,0.46153846153846156,0.8089285714285713,0.5809210526315789,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10275,0.4423076923076923,0.234375,0.4479166666666667,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
10279,0.5769230769230769,0.7515625,0.8001953125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
10284,0.5,0.860625,0.8542207792207792,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10358,0.5192307692307693,0.33571428571428574,0.4110074626865671,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
10366,0.46153846153846156,0.531547619047619,0.4337209302325581,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10369,0.40384615384615385,0.125,0.125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
10372,0.5961538461538461,0.5444444444444445,0.675,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
10401,0.46153846153846156,0.6333333333333333,0.6870833333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
10402,0.4423076923076923,0.7102272727272727,0.6930555555555555,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
10412,0.46153846153846156,0.453125,0.5681547619047619,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
10416,0.4423076923076923,0.6828947368421052,0.5802631578947368,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10436,0.4423076923076923,0.5650000000000001,0.4666666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
10440,0.40384615384615385,0.66875,0.37857142857142856,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10456,0.4807692307692308,0.8671875,0.8689516129032258,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10468,0.5769230769230769,0.37083333333333335,0.6387295081967214,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
10471,0.5384615384615384,0.4425,0.6453125,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
10487,0.38461538461538464,0.7220588235294118,0.7220588235294118,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
10496,0.5192307692307693,0.28250000000000003,0.3539473684210526,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
10514,0.46153846153846156,0.7392857142857143,0.7176785714285714,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10523,0.36538461538461536,0.8479166666666667,0.7785714285714286,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10524,0.34615384615384615,0.3625,0.3625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
10533,0.5576923076923077,0.8822916666666666,0.7755474452554745,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10540,0.4423076923076923,0.4578125,0.42833333333333334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
10550,0.34615384615384615,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10554,0.4230769230769231,0.6916666666666667,0.6916666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
10566,0.5,0.4125,0.6494565217391305,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
10571,0.4423076923076923,0.7458333333333333,0.7068965517241379,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10572,0.4230769230769231,0.5660714285714286,0.6046875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
10585,0.5192307692307693,0.26973684210526316,0.46605769230769234,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
10587,0.5,0.5354166666666667,0.4996621621621622,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10588,0.4807692307692308,0.3796875,0.4897988505747127,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
10592,0.4423076923076923,0.3408333333333333,0.5507936507936508,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
10595,0.38461538461538464,0.505,0.505,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
10612,0.40384615384615385,0.878125,0.878125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10615,0.40384615384615385,0.53,0.46298076923076925,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
10638,0.46153846153846156,0.7333333333333333,0.6804878048780487,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10642,0.4230769230769231,0.9164473684210526,0.6981481481481482,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10649,0.5769230769230769,0.54375,0.7012795275590551,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
10653,0.5384615384615384,0.565625,0.7248762376237623,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
10657,0.5,0.7358695652173913,0.7488888888888889,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10664,0.4807692307692308,0.4671875,0.5515625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
10675,0.40384615384615385,0.2625,0.3875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
10694,0.36538461538461536,0.24583333333333335,0.24583333333333335,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
10720,0.5192307692307693,0.4932291666666667,0.5943452380952381,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
10721,0.5,0.5921875,0.6181372549019608,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10727,0.38461538461538464,0.3875,0.37142857142857144,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
10750,0.5384615384615384,0.13541666666666669,0.6331249999999999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
10771,0.5,0.959375,0.5821428571428571,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
10802,0.40384615384615385,0.0125,0.0125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
10808,0.5961538461538461,0.5107142857142857,0.639375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
10821,0.46153846153846156,0.375,0.6276041666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
10842,0.5192307692307693,0.8708333333333333,0.8783536585365853,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10848,0.4423076923076923,0.9125,0.9125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10863,0.4230769230769231,0.98125,0.8485576923076923,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10864,0.40384615384615385,0.8885416666666666,0.7996710526315789,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10868,0.36538461538461536,0.1,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
10889,0.5961538461538461,0.58125,0.6340625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
10922,0.5384615384615384,0.55,0.5697115384615385,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
10923,0.5384615384615384,0.55,0.5697115384615385,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
10926,0.5,0.4927631578947368,0.5956989247311828,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
10932,0.4807692307692308,0.445625,0.6221283783783784,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
10950,0.6538461538461539,0.1,0.528858024691358,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
10961,0.5384615384615384,0.5723214285714285,0.5307352941176471,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10973,0.4230769230769231,0.2,0.225,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
10981,0.5384615384615384,0.4,0.6936274509803921,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
10984,0.5192307692307693,0.8237500000000001,0.7056122448979592,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
10986,0.5,0.6485294117647059,0.6921875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10992,0.46153846153846156,0.9181250000000001,0.6915094339622642,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
10993,0.4423076923076923,0.6808333333333334,0.5541666666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10994,0.4230769230769231,0.22749999999999998,0.44861111111111107,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
11004,0.5961538461538461,0.6863636363636363,0.8607317073170732,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
11054,0.40384615384615385,0.1,0.15714285714285714,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
11066,0.5384615384615384,0.71375,0.5400537634408602,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11068,0.5192307692307693,0.1875,0.5191265060240964,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
11072,0.4807692307692308,0.5243055555555556,0.5176470588235295,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
11083,0.40384615384615385,0.06666666666666667,0.06666666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
11090,0.5769230769230769,0.6319444444444444,0.7959415584415584,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
11099,0.5,0.8989583333333334,0.7524038461538461,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11101,0.5,0.8989583333333334,0.7524038461538461,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11104,0.4423076923076923,0.6958333333333333,0.5321428571428571,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11117,0.5,0.7510416666666667,0.8734550561797754,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
11119,0.4807692307692308,0.954,0.8925324675324676,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11132,0.5,0.7208333333333333,0.6592672413793104,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
11134,0.4807692307692308,0.15,0.6315625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
11139,0.4423076923076923,0.825,0.7509615384615385,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11140,0.4230769230769231,0.35,0.55,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
11155,0.4423076923076923,0.075,0.3104166666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
11170,0.4807692307692308,0.35892857142857143,0.5573170731707318,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
11174,0.4423076923076923,0.6265,0.6333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11183,0.4807692307692308,0.4765625,0.7017241379310345,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
11191,0.38461538461538464,0.625,0.7333333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
11195,0.40384615384615385,1.0,0.875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
11201,0.36538461538461536,0.76,0.76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11215,0.36538461538461536,0.325,0.2375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
11225,0.5192307692307693,0.5055555555555555,0.49384328358208956,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
11240,0.40384615384615385,0.7795454545454545,0.7955357142857143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11252,0.4423076923076923,0.28888888888888886,0.29583333333333334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
11254,0.4230769230769231,0.32999999999999996,0.2984375,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
11256,0.40384615384615385,0.259375,0.24583333333333335,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
11263,0.4423076923076923,0.7171875,0.7411290322580645,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
11273,0.4230769230769231,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
11280,0.4423076923076923,0.40625,0.43819444444444444,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
11328,0.4423076923076923,0.8919117647058824,0.838109756097561,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
11340,0.38461538461538464,0.0125,0.0125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
11342,0.40384615384615385,0.5480769230769231,0.5480769230769231,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
11356,0.4807692307692308,0.3055555555555555,0.5328125,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
